episode,reward,loss
1,674.49999748125,638209.6875
2,402.1666651786944,360440.25
3,460.24999784218744,339544.375
4,602.999998357,523084.9375
5,519.3333310282222,310213.28125
6,469.49999881875004,246652.40625
7,767.4999969645834,706633.8125
8,116.99999913599999,28567.765625
9,365.49999914575,201061.75
10,346.99999916499996,210015.84375
11,279.9999990208333,115791.8515625
12,93.99999875249995,63509.9921875
13,1007.4999958395833,1070849.375
14,492.49999866125006,367281.46875
15,278.1666657186389,81670.53125
16,932.6666616194445,1486946.375
17,624.9999985653333,811734.5
18,485.33333159772224,348529.59375
19,539.6666651356111,271101.875
20,349.3333325888888,144042.0
21,550.4999982225834,517001.09375
22,709.9999973166666,1084510.5
23,317.9999992078333,143609.15625
24,575.333331288889,624330.0625
25,671.4999968027499,827507.0
26,481.9999981625,243515.828125
27,709.9999977,577806.0625
28,841.3333304055556,1876096.625
29,568.1666645840278,620797.125
30,792.49999679375,563379.0
31,588.49999809275,399667.1875
32,410.6666652044444,196593.125
33,567.8333314576389,543063.75
34,358.99999902533335,137949.328125
35,433.8333325284723,267786.28125
36,474.16666497819443,309502.96875
37,740.999997375,902787.8125
38,237.9999996425,68055.390625
39,393.1666657173611,292676.90625
40,518.9999976500001,275834.84375
41,673.666664861111,688800.5
42,522.4999979812501,253487.921875
43,650.999997526,906225.5625
44,334.999999453,185215.125
45,397.1666655548611,225252.90625
46,1124.666662536111,3015519.5
47,924.333329526889,1679371.375
48,247.99999937600003,93943.109375
49,649.9999971283335,303833.75
50,350.99999931866665,174962.015625
51,359.9999991625,143577.953125
52,444.49999898958333,247387.34375
53,771.9999968041666,1185144.75
54,237.3333327888889,53316.21875
55,433.999998378,391366.125
56,232.49999933125002,67515.5
57,429.1666657590278,284808.875
58,675.1666646090277,793406.3125
59,553.6666649804445,684713.625
60,510.3333317388889,182700.953125
61,766.9999971046666,659018.6875
62,409.9999990691667,214623.34375
63,291.6666656724444,120501.8515625
64,329.49999916875004,84897.5703125
65,787.4999973229167,1586575.75
66,354.99999874900004,184337.828125
67,1418.3333264388891,3343263.5
68,668.9999976125,733859.5625
69,690.6666640664444,431004.75
70,605.9999980041666,444678.4375
71,394.9999987506667,294905.96875
72,707.9999969905,711108.9375
73,466.3333316972222,236027.328125
74,397.9999986,192083.90625
75,404.3333324062222,151708.296875
76,345.99999917866666,132862.96875
77,443.999998995,207900.75
78,1245.9999944,1824369.5
79,1038.3333292972222,975506.875
80,523.6666647694444,559006.875
81,464.99999912,325700.5625
82,509.3333316263889,393031.40625
83,638.9999974000001,499149.03125
84,692.6666642884444,542469.3125
85,666.49999732225,1141420.375
86,1108.49999484375,1363850.125
87,624.49999754375,839806.3125
88,472.33333172638885,289033.375
89,807.999996437,648076.5625
90,759.999997183,361434.0
91,423.999998025,149071.375
92,439.66666565361106,270882.78125
93,708.9999976510001,727058.25
94,570.9999976921667,256650.796875
95,437.999998319,170651.359375
96,512.3333317462223,317264.09375
97,201.16666618819445,25059.392578125
98,646.9999978316667,613991.875
99,806.49999640675,437362.65625
100,430.99999900800003,121460.859375
101,607.9999974885,538115.5625
102,630.49999799675,297990.75
103,1009.999996075,1310182.375
104,463.99999820400006,115250.1640625
105,362.6666658317778,148060.28125
106,555.6666651817777,240596.953125
107,445.49999837575007,91660.890625
108,452.9999984785,143504.34375
109,607.3333310158889,277108.1875
110,378.1666655881945,201497.046875
111,350.4999990395834,53013.5546875
112,710.49999701875,325052.59375
113,628.9999974945,222917.65625
114,366.49999908575006,57060.08203125
115,524.999998127,388659.09375
116,976.3333291785557,1976806.5
117,688.999997345,572545.0
118,484.9999983716667,304127.96875
119,915.6666633194445,973022.5
120,598.6666645617778,595199.1875
121,382.66666616444445,154538.6875
122,428.33333202772224,136613.125
123,444.99999851666666,205259.328125
124,575.9999975445,578692.4375
125,413.9999992923333,136878.28125
126,375.66666554444447,104002.21875
127,694.9999969533334,247065.15625
128,416.83333181063887,214666.875
129,350.1666661965278,104158.890625
130,962.6666626027777,1044328.0
131,585.6666649231111,500492.6875
132,412.9999991405,139351.59375
133,307.99999976799995,76749.5
134,856.3333295555556,1388976.125
135,479.9999986115,257106.640625
136,322.999999,109122.34375
137,366.99999891166664,112623.59375
138,365.3333323435555,74550.765625
139,464.99999830933336,309526.25
140,298.9999988536666,43498.60546875
141,421.49999873225,205289.171875
142,558.3333310010556,119291.1640625
143,1114.9999950625001,1378061.625
144,446.49999908458324,107051.078125
145,843.1666631341946,559695.4375
146,582.6666652444444,242512.4375
147,418.49999877274996,151757.0625
148,562.6666650489444,229706.09375
149,859.1666629256946,431983.3125
150,294.6666662057778,48840.40234375
151,639.9999982833334,627751.8125
152,273.66666617777776,23996.71484375
153,403.99999925000003,91868.546875
154,351.99999874950004,60886.10546875
155,330.8333329659722,37793.8984375
156,592.9999980166667,296769.25
157,528.9999985225,355069.0
158,704.1666639715278,429047.1875
159,494.33333146622226,108351.671875
160,333.49999917875004,68930.8984375
161,269.66666622444444,32872.7734375
162,667.8333309076389,259956.046875
163,492.999998668,172075.75
164,851.9999959875,340337.21875
165,617.9999975041667,341914.71875
166,427.3333320102222,61070.890625
167,301.49999935825,54408.96484375
168,369.49999907791664,51185.48828125
169,701.9999977666666,476267.03125
170,562.4999986355833,141522.75
171,759.8333307576389,429846.625
172,737.4999969187501,214688.765625
173,446.9999988075,105321.78125
174,351.3333323475556,96471.171875
175,678.6666641361111,461908.625
176,658.1666636631944,541327.9375
177,265.49999957725004,21117.857421875
178,1121.666661594778,1108195.25
179,435.99999872500007,120326.59375
180,485.33333220555556,137220.5
181,807.8333301284722,491380.28125
182,644.9999972833334,340117.25
183,566.9999982416666,169029.421875
184,529.6666653484444,97085.3828125
185,395.83333243263894,72481.765625
186,576.6666649527778,121382.59375
187,476.66666529444444,140105.03125
188,579.4999979152501,352511.21875
189,708.1666644798611,382656.15625
190,304.99999885933335,51718.828125
191,487.4999986229167,159217.109375
192,455.3333319180556,147211.703125
193,712.4999976602501,226963.8125
194,396.49999864375,87023.015625
195,1102.49999491025,1487831.5
196,849.4999967104167,1051114.75
197,233.999999492,42113.4765625
198,317.9999989715,32904.20703125
199,402.66666544444445,74554.5859375
200,574.1666649298611,141024.125
201,904.4999963035833,1225159.125
202,445.3333318115556,78229.53125
203,600.4999982229167,172918.25
204,782.3333303075556,215009.1875
205,549.9999988983333,257985.34375
206,374.6666651777778,84043.453125
207,326.9999990875,49617.62109375
208,529.9999982439999,69915.9375
209,499.99999804450005,61610.01171875
210,159.999999452,83763.4296875
211,538.9999978695,271094.90625
212,275.49999926775,38413.25
213,533.8333318518056,83230.84375
214,393.9999988,61368.3828125
215,1038.6666623944445,1309219.0
216,404.6666652557778,82868.125
217,931.6666623694446,380653.25
218,565.3333312498889,83822.8046875
219,707.49999722375,478865.59375
220,360.99999929999996,43499.0
221,371.999998772,87161.0
222,1271.3333274868892,1364599.75
223,426.99999865000007,135760.0
224,607.999998044,131563.8125
225,566.9999978458334,221121.515625
226,745.999996907,826354.625
227,1036.4999955642502,480698.3125
228,269.6666658591111,54333.265625
229,194.3333330342222,71109.734375
230,454.49999823124995,71361.4765625
231,274.999999286,47887.140625
232,264.66666608444444,32237.609375
233,707.8333302431389,132633.859375
234,448.66666533627773,90211.65625
235,596.3333308305556,316617.25
236,704.9999975993335,312193.8125
237,340.8333322141389,60773.90234375
