episode,reward,loss
1,520.1666638826389,749481.9375
2,516.4999984722499,478580.3125
3,506.99999794099995,264080.5625
4,352.99999918599997,262110.421875
5,761.2499958871875,1232673.75
6,392.9999988503333,259042.84375
7,703.3333304162222,1136261.25
8,118.499999221125,38428.4609375
9,967.9999958773334,973137.75
10,904.99999615,1132646.875
11,119.83333271136112,20356.79296875
12,948.416662201007,1368741.125
13,736.49999746875,1406607.0
14,606.6666640938889,249029.875
15,379.999999075,255219.25
16,355.2499984953125,210272.0
17,220.999999175,142192.203125
18,509.66666528844445,580187.4375
19,348.999998797,214452.0
20,359.66666577977776,223919.65625
21,792.9999968208333,1421393.5
22,389.16666555036113,277790.40625
23,380.99999875,187379.96875
24,309.66666582361114,119911.7265625
25,652.6666642986111,614555.375
26,338.99999887800004,167109.40625
27,1196.9999946475002,1976714.75
28,495.6666652986111,354499.125
29,1193.6666618027778,1525601.25
30,445.99999869166663,219866.265625
31,321.49999936675,156627.5625
32,276.999999039,82526.1015625
33,315.99999963749997,158200.71875
34,258.49999929424996,70612.9296875
35,640.9999976715001,717112.0625
36,633.6666645611112,535327.4375
37,1050.9999953983333,1207559.25
38,205.49999969775,45320.703125
39,331.6666655111111,182040.734375
40,827.9999969291667,958183.1875
41,351.49999940575,127817.59375
42,373.49999910625,140342.46875
43,400.3333326222222,234246.984375
44,705.3333303408889,1119001.875
45,426.33333216805556,322185.03125
46,538.9999980125,447109.8125
47,384.999998762,127284.4375
48,1125.9999946625,3508751.75
49,424.6666653801111,295467.59375
50,279.6666658426111,122588.609375
51,926.3333294305555,1235812.25
52,533.49999827375,324286.21875
53,1255.9999942833335,1818456.75
54,461.49999832525003,223537.65625
55,948.1666629506944,1369291.875
56,652.6666640527778,583684.1875
57,533.6666649107779,424248.84375
58,465.99999862050004,333332.8125
59,632.4999981777501,731608.375
60,361.66666554577773,95591.96875
61,667.9999974499999,850278.8125
62,477.66666472111115,379910.875
63,564.999998075,439083.9375
64,926.6666629902778,705930.125
65,525.3333320847223,291929.75
66,392.6666657934444,142456.84375
67,492.6666650257778,316656.875
68,476.6666652897778,225797.6875
69,821.49999620625,1214614.5
70,505.6666646171111,198966.140625
71,762.999996675,767244.125
72,510.49999879374997,358399.75
73,510.1666652131945,300123.5625
74,328.99999920933334,113223.6875
75,567.3333318347222,591212.625
76,696.1666638985278,362789.03125
77,686.6666640311112,458311.84375
78,403.9999991205,144076.4375
79,352.49999899375,105562.71875
80,1036.3333293055555,1408318.625
81,373.33333222488886,179463.984375
82,511.6666647319445,277717.28125
83,469.999998199,321870.8125
84,429.49999834275,417366.875
85,457.33333198088883,245850.796875
86,363.9999990453333,160047.828125
87,782.8333301409723,660521.8125
88,233.49999932225,49647.2578125
89,705.666664300111,565125.125
90,906.999995979,1771568.125
91,339.49999923725005,132796.09375
92,457.8333323148056,304404.4375
93,1200.3333280270556,3142957.5
94,279.3333331332222,93971.328125
95,384.9999984475,283569.0
96,673.999997351,216691.515625
97,644.3333316142223,542988.1875
98,837.3333295452223,1619766.0
99,609.9999973360001,178263.59375
100,571.6666644791111,197428.328125
101,172.99999989999998,18845.791015625
102,321.9999992315,159355.953125
103,381.3333322472222,142519.03125
104,487.99999860133335,133434.421875
105,575.4999981815834,267582.125
106,470.9999984745,249703.546875
107,899.833330045139,865923.875
108,459.33333203055554,98729.9765625
109,488.3333320582222,144749.640625
110,575.833331578639,374065.15625
111,544.6666645486112,437556.75
112,488.999997999,102226.7734375
113,549.8333315243055,260041.796875
114,916.9999961625001,594584.5
115,922.999995825,827914.5
116,461.9999984875,186988.28125
117,743.3333304042221,658702.5625
118,546.49999788125,662205.6875
119,346.9999991875,156873.21875
120,326.49999924525,100735.15625
121,356.49999929925,79191.5546875
122,907.3333303262223,836701.75
123,537.3333322502223,314137.0
124,541.3333315222222,176436.859375
125,248.33333282355557,44464.29296875
126,905.3333297308889,1509605.125
127,747.9999969896668,485711.84375
128,437.999998875,161083.296875
129,750.4999971322501,241382.96875
130,683.9999978916667,395446.46875
131,948.1666629548612,1225382.0
132,405.999998728,96464.453125
133,620.4999973237501,142171.65625
134,572.8333319784722,374783.8125
135,747.999997245,515333.0
136,475.9999985285,224221.515625
137,760.6666633044445,476080.09375
138,916.833329807639,1398467.0
139,483.49999821824997,106361.3203125
140,293.999999335,57100.625
141,700.9999971163332,443111.25
142,385.999998795,75229.609375
143,969.9999967374999,744171.3125
144,750.9999965276667,1062295.625
145,1014.4999959432498,1577395.25
146,647.49999786425,474739.0625
147,471.66666531177776,217156.734375
148,951.999995703,548616.875
149,955.999996089,575913.625
150,260.999999187,25445.265625
151,400.9999986293334,98168.015625
152,323.9999994585,82021.28125
153,651.9999976170001,463965.5625
154,351.49999905625003,59571.828125
155,311.66666582761115,63334.35546875
156,894.1666639173612,941371.4375
157,339.99999872500007,93211.5
158,491.49999825375,236005.5
159,241.49999948175002,18798.4765625
160,914.3333295305556,866844.1875
161,501.66666489027773,114868.0234375
162,549.6666649827778,167301.0
163,515.9999985675,184789.859375
164,342.3333325608889,58560.0
165,275.99999928933335,25490.59375
166,713.4999980145833,345444.3125
167,426.9999987085001,96195.140625
168,854.4999969354167,729409.9375
169,416.9999985041666,81437.0625
170,397.99999855000004,101731.125
171,925.6666619277777,1200216.125
172,636.3333306927223,538820.8125
173,230.3333326953889,21200.8125
174,376.66666602844447,36800.50390625
175,565.3333317085555,123882.046875
176,691.9999975569999,353800.0
177,399.8333320696389,66234.046875
178,407.1666656516944,44772.55078125
179,538.8333316368055,246810.1875
180,688.49999674475,314920.59375
181,374.4999989729167,52830.390625
182,551.9999980666666,212115.453125
183,487.66666551377773,100483.75
184,218.33333265422223,24341.15234375
185,425.49999836525,150272.59375
186,550.999998039,121376.4921875
187,238.99999944,43250.203125
188,384.3333323568889,73302.6640625
189,646.3333308595555,411301.4375
190,751.1666634965278,371671.625
191,244.33333294222223,43102.6484375
192,447.49999832475004,103905.328125
193,790.1666634631946,586304.6875
194,547.8333311534723,170627.21875
195,359.999998494,74757.21875
196,599.9999976500001,341362.84375
197,544.1666648090277,287232.40625
198,566.9999987708334,230079.3125
199,350.49999875075,90812.0859375
200,886.3333296912223,1141024.25
201,477.1666651131944,95775.03125
202,503.66666482644445,157350.15625
203,219.99999970000002,56490.36328125
