seed,timestamp,a3c_final_reward,individual_final_reward,difference
42,20251005_225646,55.11700000000002,56.97800000000002,-1.8610000000000042
123,20251005_230639,59.592000000000006,55.64700000000001,3.944999999999993
456,20251005_231632,62.70400000000001,60.25800000000002,2.445999999999991
789,20251005_232623,64.69300000000001,59.10300000000001,5.590000000000003
1024,20251005_233622,62.27400000000002,55.957000000000015,6.317000000000007
