model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,80,20,Seen,0.8323333333333464,0.1760385058887838
A3C_Global,Global,All,All,110,40,Seen,0.9590000000000122,0.21363676337809087
A3C_Global,Global,All,All,140,60,Seen,0.8138333333333468,0.1602585584471403
A3C_Global,Global,All,All,170,80,Seen,0.8921666666666798,0.19005562051380795
A3C_Global,Global,All,All,200,100,Seen,0.8390000000000126,0.16313797841091376
A3C_Global,Global,All,All,95,30,Interpolation,0.9133333333333464,0.17904065335994268
A3C_Global,Global,All,All,125,50,Interpolation,0.8556666666666802,0.12812580623052566
A3C_Global,Global,All,All,155,70,Interpolation,0.8970000000000132,0.16996372161925152
A3C_Global,Global,All,All,185,90,Interpolation,0.81566666666668,0.18068726819809094
A3C_Global,Global,All,All,110,60,Interpolation,0.8668333333333469,0.19693265910514196
A3C_Global,Global,All,All,140,40,Interpolation,0.9028333333333468,0.16755935929958948
A3C_Global,Global,All,All,170,20,Interpolation,0.8580000000000115,0.15645872725205429
A3C_Global,Global,All,All,50,10,Extrapolation,0.9093333333333468,0.22327760498735516
A3C_Global,Global,All,All,220,110,Extrapolation,0.8351666666666795,0.1477468743794223
A3C_Global,Global,All,All,60,90,Extrapolation,0.9148333333333457,0.1352496662554922
A3C_Global,Global,All,All,190,15,Extrapolation,0.8871666666666796,0.12048985665007546
Individual_W0,0,80,20,80,20,Seen,0.8760000000000119,0.18430680942385122
Individual_W0,0,80,20,110,40,Seen,0.8913333333333462,0.17401596350782145
Individual_W0,0,80,20,140,60,Seen,0.8665000000000127,0.17534323482815045
Individual_W0,0,80,20,170,80,Seen,0.8836666666666801,0.17057712494808758
Individual_W0,0,80,20,200,100,Seen,0.869500000000013,0.15077770613279196
Individual_W0,0,80,20,95,30,Interpolation,0.9078333333333457,0.19230047379614476
Individual_W0,0,80,20,125,50,Interpolation,0.8225000000000134,0.17706284195166355
Individual_W0,0,80,20,155,70,Interpolation,0.8801666666666799,0.19518573775310027
Individual_W0,0,80,20,185,90,Interpolation,0.8488333333333461,0.16478614086816268
Individual_W0,0,80,20,110,60,Interpolation,0.8735000000000132,0.1896274857011326
Individual_W0,0,80,20,140,40,Interpolation,0.8520000000000134,0.11965645267459078
Individual_W0,0,80,20,170,20,Interpolation,0.8323333333333461,0.1413136778785249
Individual_W0,0,80,20,50,10,Extrapolation,0.8695000000000118,0.13210696423731694
Individual_W0,0,80,20,220,110,Extrapolation,0.8386666666666797,0.12842594061256532
Individual_W0,0,80,20,60,90,Extrapolation,0.9003333333333458,0.16344180071885578
Individual_W0,0,80,20,190,15,Extrapolation,0.8703333333333454,0.18194290923864714
Individual_W1,1,110,40,80,20,Seen,0.9053333333333456,0.1450915419848992
Individual_W1,1,110,40,110,40,Seen,0.8283333333333467,0.1609882673433752
Individual_W1,1,110,40,140,60,Seen,0.8588333333333469,0.150724269961926
Individual_W1,1,110,40,170,80,Seen,0.8775000000000134,0.13817712063386872
Individual_W1,1,110,40,200,100,Seen,0.8786666666666793,0.11814492042496841
Individual_W1,1,110,40,95,30,Interpolation,0.822500000000013,0.19990727016961282
Individual_W1,1,110,40,125,50,Interpolation,0.8523333333333466,0.18493121844500873
