model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,80,20,Seen,3.5141666666666818,0.15512942625075576
A3C_Global,Global,All,All,110,40,Seen,3.1315000000000164,0.18389829616756526
A3C_Global,Global,All,All,140,60,Seen,2.8671666666666837,0.2330367758292434
A3C_Global,Global,All,All,170,80,Seen,2.7360000000000175,0.15324490203592406
A3C_Global,Global,All,All,200,100,Seen,2.6070000000000175,0.19494700134481038
A3C_Global,Global,All,All,80,20,Seen,3.5656666666666808,0.23457313476942546
A3C_Global,Global,All,All,110,40,Seen,3.183833333333349,0.13601889166174239
A3C_Global,Global,All,All,140,60,Seen,2.9223333333333494,0.2069651070967168
A3C_Global,Global,All,All,170,80,Seen,2.7028333333333503,0.2225671559078043
A3C_Global,Global,All,All,200,100,Seen,2.5438333333333505,0.2585848775332561
A3C_Global,Global,All,All,95,30,Interpolation,3.3225000000000153,0.23024534016276327
A3C_Global,Global,All,All,125,50,Interpolation,3.02083333333335,0.19329202144826255
A3C_Global,Global,All,All,155,70,Interpolation,2.8375000000000172,0.18713965373485122
A3C_Global,Global,All,All,185,90,Interpolation,2.6320000000000183,0.17098050571142073
A3C_Global,Global,All,All,110,60,Interpolation,3.156000000000017,0.16299488744538382
A3C_Global,Global,All,All,140,40,Interpolation,2.8988333333333496,0.22652697901623692
A3C_Global,Global,All,All,170,20,Interpolation,2.6563333333333508,0.23060042401425854
A3C_Global,Global,All,All,50,10,Extrapolation,3.877666666666678,0.7538874068600867
A3C_Global,Global,All,All,220,110,Extrapolation,2.5225000000000177,0.19048075143348833
A3C_Global,Global,All,All,60,90,Extrapolation,3.577000000000015,0.15757326338352315
A3C_Global,Global,All,All,190,15,Extrapolation,2.513833333333349,0.2185394065660081
Individual_W0,0,80,20,80,20,Seen,1.3040000000000143,0.2467839811116873
Individual_W0,0,80,20,110,40,Seen,1.4538333333333493,0.3631200061810004
Individual_W0,0,80,20,140,60,Seen,1.6408333333333498,0.42002595819253485
Individual_W0,0,80,20,170,80,Seen,1.8261666666666845,0.5365610921000125
Individual_W0,0,80,20,200,100,Seen,1.9755000000000174,0.56560049210257
Individual_W0,0,80,20,80,20,Seen,1.3861666666666814,0.2695140173637645
Individual_W0,0,80,20,110,40,Seen,1.5033333333333487,0.32917658212914064
Individual_W0,0,80,20,140,60,Seen,1.6290000000000164,0.5188101772324843
Individual_W0,0,80,20,170,80,Seen,1.8146666666666833,0.5507372836076722
Individual_W0,0,80,20,200,100,Seen,1.8853333333333495,0.5545162055541972
Individual_W0,0,80,20,95,30,Interpolation,1.4501666666666821,0.35052456721637
Individual_W0,0,80,20,125,50,Interpolation,1.5673333333333492,0.4368537767059172
Individual_W0,0,80,20,155,70,Interpolation,1.7213333333333503,0.48010230391263886
Individual_W0,0,80,20,185,90,Interpolation,1.8813333333333506,0.526200109801925
Individual_W0,0,80,20,110,60,Interpolation,1.504000000000015,0.37558931472199036
Individual_W0,0,80,20,140,40,Interpolation,1.6511666666666833,0.3774667387848764
Individual_W0,0,80,20,170,20,Interpolation,1.8861666666666832,0.49621514711083164
Individual_W0,0,80,20,50,10,Extrapolation,0.9426666666666806,1.28461455524821
Individual_W0,0,80,20,220,110,Extrapolation,2.0416666666666843,0.5780590127506231
Individual_W0,0,80,20,60,90,Extrapolation,1.2460000000000144,0.27060549390826016
Individual_W0,0,80,20,190,15,Extrapolation,1.7680000000000162,0.6099161144507247
Individual_W1,1,110,40,80,20,Seen,1.3161666666666811,0.29533789499863183
Individual_W1,1,110,40,110,40,Seen,1.496666666666682,0.32074739108664524
Individual_W1,1,110,40,140,60,Seen,1.7115000000000165,0.4916471465051624
Individual_W1,1,110,40,170,80,Seen,1.8015000000000179,0.4822951205779872
