episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,1,"[0.0, 1.0, 0.0]",1.0,1.0,0.0,0,0.0,0,0.6666666666666666,0.5,0,0,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,1,1,"[0.0, 1.0, 0.0]",1.0,0.99,0.0,0,0.0,0,0.3655913978494624,0.1,0,0,0.5571428537368774,1,0.7749999761581421,1,0.335,93,69
0,2,1,"[0.0, 1.0, 0.0]",1.0,0.98,0.0,0,0.0,0,0.5161290322580645,1.0,0,1,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,3,1,"[0.0, 1.0, 0.0]",1.0,0.97,0.0,0,0.0,0,1.4731182795698925,0.7,0,0,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,4,1,"[2.802596928649634e-45, 1.0, 0.0]",1.0,0.96,0.0,0,0.0,0,1.3010752688172043,0.1,0,0,0.5571428537368774,1,0.7749999761581421,1,1.205,93,69
0,5,1,"[0.0, 1.0, 0.0]",1.0,0.95,0.0,0,0.0,0,0.15053763440860216,0.8,0,1,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,6,1,"[0.0, 1.0, 0.0]",1.0,0.94,0.0,0,0.0,0,1.935483870967742,0.3,0,0,0.5571428537368774,1,0.7749999761581421,1,0.0,93,69
0,7,1,"[0.0, 1.0, 0.0]",1.0,0.93,0.0,0,0.0,0,1.8602150537634408,0.4,0,1,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,8,1,"[0.0, 1.0, 0.0]",1.0,0.92,0.0,0,0.0,0,0.3978494623655914,0.3,0,0,0.5571428537368774,1,0.7749999761581421,1,1.7850000000000001,93,69
0,9,1,"[0.0, 1.0, 0.0]",1.0,0.91,0.0,0,0.0,0,0.45161290322580644,0.6,0,1,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,10,1,"[1.401298464324817e-45, 1.0, 0.0]",1.0,0.9,0.0,0,0.0,0,1.8709677419354838,0.8,0,0,0.5571428537368774,1,0.7749999761581421,1,0.355,93,69
0,11,1,"[0.0, 1.0, 0.0]",1.0,0.89,0.0,0,0.0,0,2.064516129032258,0.1,0,1,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,12,1,"[4.6273976533662826e-36, 1.0, 2.6634435948765336e-34]",1.0,0.88,0.0,0,0.0,0,1.967741935483871,0.2,0,0,0.5571428537368774,1,0.7749999761581421,1,0.0,93,69
0,13,1,"[0.0, 1.0, 0.0]",1.0,0.87,0.0,0,0.0,0,0.34408602150537637,1.0,0,1,0.5571428537368774,1,0.7749999761581421,1,1.72,93,69
0,14,1,"[1.5694542800437951e-43, 1.0, 1.7095841264762768e-43]",1.0,0.86,0.0,0,0.0,0,1.10752688172043,0.3,0,0,0.5571428537368774,1,0.7749999761581421,1,0.0,93,69
0,15,1,"[0.0, 1.0, 0.0]",1.0,0.85,0.0,0,0.0,0,0.021505376344086023,0.6,0,1,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,16,1,"[9.80908925027372e-45, 1.0, 5.605193857299268e-45]",1.0,0.84,0.0,0,0.0,0,1.4408602150537635,0.7,0,0,0.5571428537368774,1,0.7749999761581421,1,1.0150000000000001,93,69
0,17,1,"[0.0, 1.0, 0.0]",1.0,0.83,0.0,0,0.0,0,1.881720430107527,0.8,0,1,0.5571428537368774,1,0.7749999761581421,1,1.6,93,69
0,18,1,"[3.385136204449977e-31, 1.0, 2.388286020206335e-28]",1.0,0.82,0.0,0,0.0,0,1.956989247311828,0.2,0,0,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,19,1,"[1.4373277679169405e-08, 0.7437570095062256, 0.25624290108680725]",1.0,0.81,0.0,0,0.0,0,1.3548387096774193,0.2,0,0,0.5571428537368774,1,0.7749999761581421,1,-0.1,93,69
0,20,2,"[1.1640847397131893e-08, 0.0024271656293421984, 0.9975728392601013]",1.0,0.8,0.0,0,0.0,0,1.956989247311828,0.2,0,0,0.5571428537368774,1,0.7749999761581421,1,-0.05,93,69
