episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,0,"[0.4598905146121979, 0.42819079756736755, 0.11191868782043457]",1.0,1.0,0.0,0,0.0,0,0.425,0.48,0,0,0.0,0,1.0,1,0.0,200,20
0,1,1,"[0.587391197681427, 0.2979995906352997, 0.11460915207862854]",0.575,0.99,0.425,1,0.46,1,0.11,0.86,1,0,0.0,0,1.0,1,0.0,200,20
0,2,2,"[0.5548328757286072, 0.3183152973651886, 0.12685179710388184]",0.575,0.98,0.425,1,0.44,1,0.805,0.32,1,1,0.0,0,1.0,1,0.0,200,20
0,3,0,"[0.551923394203186, 0.3192826807498932, 0.1287938803434372]",0.575,0.97,0.425,1,0.42,1,0.6,1.0,1,1,0.0,0,1.0,1,0.0,200,20
0,4,1,"[0.5334819555282593, 0.3302319645881653, 0.13628609478473663]",0.575,0.96,0.425,1,0.4,1,0.545,0.34,0,1,0.0,0,1.0,1,0.0,200,20
0,5,1,"[0.5310603976249695, 0.33231037855148315, 0.13662917912006378]",0.575,0.95,0.425,1,0.38,1,0.455,0.26,0,1,0.0,0,1.0,1,0.0,200,20
0,6,0,"[0.5371260643005371, 0.32860761880874634, 0.13426627218723297]",0.575,0.94,0.425,1,0.36,1,0.33,0.7,0,1,0.0,0,1.0,1,0.0,200,20
0,7,1,"[0.5299499034881592, 0.33438968658447266, 0.1356603503227234]",0.245,0.93,0.755,2,1.02,2,0.81,0.7,1,1,0.0,0,1.0,1,0.0,200,20
0,8,2,"[0.5253872275352478, 0.33789128065109253, 0.1367214173078537]",0.245,0.92,0.755,2,0.98,2,0.99,0.5,1,1,0.0,0,1.0,1,0.0,200,20
0,9,1,"[0.5183370113372803, 0.3421710729598999, 0.13949191570281982]",0.245,0.91,0.755,2,0.94,2,0.675,0.36,1,1,0.0,0,1.0,1,0.0,200,20
0,10,1,"[0.5229200124740601, 0.3379826545715332, 0.13909731805324554]",0.245,0.9,0.755,2,0.9,2,0.29,0.88,1,1,0.0,0,1.0,1,0.0,200,20
0,11,1,"[0.5169802308082581, 0.3410488963127136, 0.14197088778018951]",0.245,0.89,0.755,2,0.86,2,0.095,0.82,1,1,0.0,0,1.0,1,0.0,200,20
