model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,200,5,Seen,100.52166666666668,15.401334808674505
A3C_Global,Global,All,All,200,10,Seen,101.62166666666668,15.511268395016003
A3C_Global,Global,All,All,200,15,Seen,103.33333333333336,11.73276987283433
A3C_Global,Global,All,All,200,20,Seen,102.91333333333333,11.20144286340926
A3C_Global,Global,All,All,200,25,Seen,101.89833333333333,12.027090832320544
A3C_Global,Global,All,All,200,7,Intra,98.67000000000002,18.262870347602355
A3C_Global,Global,All,All,200,12,Intra,104.77,11.414359377555975
A3C_Global,Global,All,All,200,17,Intra,101.86,11.463641073701965
A3C_Global,Global,All,All,200,25,Intra,104.2866666666667,9.513708822302457
A3C_Global,Global,All,All,200,30,Intra,105.05000000000003,11.4694885093742
A3C_Global,Global,All,All,200,35,Intra,101.99833333333332,10.731196604086405
A3C_Global,Global,All,All,100,25,Extra,58.87833333333333,9.195385467118214
A3C_Global,Global,All,All,100,30,Extra,58.03666666666667,13.732406522124553
A3C_Global,Global,All,All,150,25,Extra,80.185,10.92660476390844
A3C_Global,Global,All,All,150,30,Extra,82.20333333333333,9.261424776398549
A3C_Global,Global,All,All,150,35,Extra,81.61000000000003,11.365718924320921
A3C_Global,Global,All,All,100,10,Extra,60.62833333333334,11.105206611715467
A3C_Global,Global,All,All,150,15,Extra,79.91,12.423944623186312
Individual_W0,0,200,5,200,5,Seen,57.98500000000001,16.954759164710456
Individual_W0,0,200,5,200,10,Seen,66.81333333333333,13.183935510899452
Individual_W0,0,200,5,200,15,Seen,59.926666666666684,11.62436903902984
Individual_W0,0,200,5,200,20,Seen,64.56666666666668,14.38987684295997
Individual_W0,0,200,5,200,25,Seen,65.89,14.305537389416731
Individual_W0,0,200,5,200,7,Intra,63.861666666666665,13.84569537999286
Individual_W0,0,200,5,200,12,Intra,67.29666666666667,13.125680511458784
Individual_W0,0,200,5,200,17,Intra,62.724999999999994,13.792786460078808
Individual_W0,0,200,5,200,25,Intra,70.07999999999998,13.422162021572136
Individual_W0,0,200,5,200,30,Intra,69.52333333333334,11.514286295245956
Individual_W0,0,200,5,200,35,Intra,67.62166666666668,15.033571783031324
Individual_W0,0,200,5,100,25,Extra,23.51,6.104116097628988
Individual_W0,0,200,5,100,30,Extra,24.905000000000005,7.127813479602283
Individual_W0,0,200,5,150,25,Extra,44.47166666666668,10.996277274100034
Individual_W0,0,200,5,150,30,Extra,45.96333333333334,10.916210677499569
Individual_W0,0,200,5,150,35,Extra,50.44666666666668,12.759832374377893
Individual_W0,0,200,5,100,10,Extra,21.821666666666665,5.496296985749184
Individual_W0,0,200,5,150,15,Extra,45.776666666666664,10.793877379741208
Individual_W1,1,200,10,200,5,Seen,40.26166666666667,10.574652739241868
Individual_W1,1,200,10,200,10,Seen,34.476666666666674,8.568768224715201
Individual_W1,1,200,10,200,15,Seen,37.81666666666668,8.995752083931368
Individual_W1,1,200,10,200,20,Seen,42.465,12.457020443642747
Individual_W1,1,200,10,200,25,Seen,41.06499999999999,13.737783360741522
Individual_W1,1,200,10,200,7,Intra,39.73833333333334,11.718174511795295
Individual_W1,1,200,10,200,12,Intra,34.11,6.3001375646356585
Individual_W1,1,200,10,200,17,Intra,41.223333333333336,10.99144162013741
Individual_W1,1,200,10,200,25,Intra,38.32666666666667,12.830891975575543
Individual_W1,1,200,10,200,30,Intra,37.70666666666666,8.942741314732427
Individual_W1,1,200,10,200,35,Intra,40.383333333333326,9.655381343524912
Individual_W1,1,200,10,100,25,Extra,20.928333333333335,9.711751329646413
Individual_W1,1,200,10,100,30,Extra,23.723333333333336,8.376303215354348
Individual_W1,1,200,10,150,25,Extra,31.154999999999998,8.94858787742513
Individual_W1,1,200,10,150,30,Extra,31.05166666666667,9.515885694750414
Individual_W1,1,200,10,150,35,Extra,30.135,8.052475292314368
Individual_W1,1,200,10,100,10,Extra,22.02333333333333,6.575722182560803
Individual_W1,1,200,10,150,15,Extra,29.4,8.205333631242548
Individual_W2,2,200,15,200,5,Seen,32.13000000000001,7.4363028448282025
Individual_W2,2,200,15,200,10,Seen,30.43666666666667,5.785944655417606
Individual_W2,2,200,15,200,15,Seen,31.86166666666667,6.115617757475981
