model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,80,20,Seen,0.9126666666666788,0.1903712746772007
A3C_Global,Global,All,All,110,40,Seen,0.8746666666666798,0.17881523673582383
A3C_Global,Global,All,All,140,60,Seen,0.8010000000000136,0.15958487814744
A3C_Global,Global,All,All,170,80,Seen,0.855000000000013,0.18313474092408896
A3C_Global,Global,All,All,200,100,Seen,0.8506666666666797,0.15033148557622725
A3C_Global,Global,All,All,95,30,Interpolation,0.9241666666666791,0.1625529828155171
A3C_Global,Global,All,All,125,50,Interpolation,0.9048333333333466,0.1901862391330025
A3C_Global,Global,All,All,155,70,Interpolation,0.8938333333333469,0.20482790879717053
A3C_Global,Global,All,All,185,90,Interpolation,0.9078333333333465,0.16969425119575723
A3C_Global,Global,All,All,110,60,Interpolation,0.8601666666666803,0.1585848003085059
A3C_Global,Global,All,All,140,40,Interpolation,0.8795000000000128,0.16630469025255956
A3C_Global,Global,All,All,170,20,Interpolation,0.8920000000000126,0.19271135583215246
A3C_Global,Global,All,All,50,10,Extrapolation,0.8441666666666777,0.21475599849338045
A3C_Global,Global,All,All,220,110,Extrapolation,0.8165000000000137,0.17583680881241368
A3C_Global,Global,All,All,60,90,Extrapolation,0.9450000000000126,0.14211497692596137
A3C_Global,Global,All,All,190,15,Extrapolation,0.9046666666666795,0.13602042330310318
Individual_W0,0,80,20,80,20,Seen,0.8168333333333458,0.16970800085899143
Individual_W0,0,80,20,110,40,Seen,0.842000000000013,0.17538338955936875
Individual_W0,0,80,20,140,60,Seen,0.8491666666666798,0.12756752024799348
Individual_W0,0,80,20,170,80,Seen,0.8475000000000134,0.1871262942507005
Individual_W0,0,80,20,200,100,Seen,0.8993333333333458,0.18424048294431758
Individual_W0,0,80,20,95,30,Interpolation,0.8641666666666784,0.13840209134579093
Individual_W0,0,80,20,125,50,Interpolation,0.8361666666666798,0.15180954808209127
Individual_W0,0,80,20,155,70,Interpolation,0.8558333333333462,0.1312636236315634
Individual_W0,0,80,20,185,90,Interpolation,0.8848333333333461,0.16588391188485418
Individual_W0,0,80,20,110,60,Interpolation,0.9213333333333465,0.14524079622781166
Individual_W0,0,80,20,140,40,Interpolation,0.8343333333333462,0.15377328188675082
Individual_W0,0,80,20,170,20,Interpolation,0.8281666666666788,0.1583060502809534
Individual_W0,0,80,20,50,10,Extrapolation,0.929000000000011,0.2437361961903345
Individual_W0,0,80,20,220,110,Extrapolation,0.8696666666666792,0.15457432588312364
Individual_W0,0,80,20,60,90,Extrapolation,0.9025000000000128,0.15495026083660962
Individual_W0,0,80,20,190,15,Extrapolation,0.9286666666666792,0.1817366837548815
Individual_W1,1,110,40,80,20,Seen,0.9551666666666789,0.18040456079477393
Individual_W1,1,110,40,110,40,Seen,0.92316666666668,0.1961142665783278
Individual_W1,1,110,40,140,60,Seen,0.8963333333333465,0.19513641951778762
