episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,2,"[0.16380025446414948, 0.13425013422966003, 0.7019495964050293]",1.0,1.0,0.0,0,0.0,0,0.5096153846153846,0.5,0,0,0.6571428775787354,1,0.8666666746139526,1,-0.05,104,76
0,1,1,"[0.260520875453949, 0.5740827918052673, 0.16539634764194489]",1.0,0.99,0.0,0,0.0,0,1.8269230769230769,0.4,0,0,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,2,1,"[0.25798359513282776, 0.6001183986663818, 0.1418980211019516]",1.0,0.98,0.0,0,0.0,0,1.2403846153846154,0.8,0,1,0.6571428775787354,1,0.8666666746139526,1,-0.1,104,76
0,3,2,"[0.2567272186279297, 0.606272280216217, 0.13700051605701447]",1.0,0.97,0.0,0,0.0,0,0.7884615384615384,0.8,0,0,0.6571428775787354,1,0.8666666746139526,1,-0.05,104,76
0,4,1,"[0.2573959231376648, 0.6039799451828003, 0.1386241465806961]",1.0,0.96,0.0,0,0.0,0,1.7692307692307692,0.7,0,0,0.6571428775787354,1,0.8666666746139526,1,1.78,104,76
0,5,1,"[0.25709372758865356, 0.6061407923698425, 0.13676543533802032]",1.0,0.95,0.0,0,0.0,0,1.7980769230769231,0.1,0,0,0.6571428775787354,1,0.8666666746139526,1,1.865,104,76
0,6,1,"[0.25711628794670105, 0.6054393649101257, 0.137444406747818]",1.0,0.94,0.0,0,0.0,0,1.0961538461538463,0.2,0,1,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,7,0,"[0.25718954205513, 0.6035802960395813, 0.1392301768064499]",1.0,0.93,0.0,0,0.0,0,0.6346153846153846,1.0,0,1,0.6571428775787354,1,0.8666666746139526,1,1.1300000000000001,104,76
0,8,1,"[0.2599385380744934, 0.5687944889068604, 0.17126694321632385]",0.36538461538461536,0.92,0.6346153846153846,1,0.9,1,0.3076923076923077,0.3,1,1,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,9,1,"[0.2604326009750366, 0.5633055567741394, 0.17626184225082397]",0.36538461538461536,0.91,0.6346153846153846,1,0.8,1,0.625,0.9,1,1,0.6571428775787354,1,0.8666666746139526,1,-0.1,104,76
