episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,0,"[0.962153434753418, 0.028923308476805687, 0.008923222310841084]",1.0,1.0,0.0,0,0.0,0,0.135,0.04,0,0,0.0,0,1.0,1,0.0,200,8
0,1,1,"[0.10810445994138718, 0.6810462474822998, 0.21084930002689362]",0.865,0.99,0.135,1,0.02,1,0.885,0.56,1,0,0.0,0,1.0,1,1.35,200,8
0,2,0,"[0.24449050426483154, 0.5970204472541809, 0.1584891378879547]",1.0,0.98,0.0,0,0.0,0,0.165,0.38,1,0,0.0,0,1.0,1,0.0,200,8
0,3,0,"[0.9084244966506958, 0.07811842858791351, 0.013457061722874641]",0.835,0.97,0.165,1,0.36,1,0.345,0.12,1,0,0.0,0,1.0,1,0.0,200,8
0,4,1,"[0.26853370666503906, 0.5861244797706604, 0.14534179866313934]",0.49,0.96,0.51,2,0.44000000000000006,2,0.145,0.58,1,0,0.0,0,1.0,1,0.0,200,8
0,5,2,"[0.8110385537147522, 0.15201130509376526, 0.036950185894966125]",0.49,0.95,0.51,2,0.4,2,0.87,0.2,1,0,0.0,0,1.0,1,0.0,200,8
0,6,0,"[0.8372148275375366, 0.1285196840763092, 0.034265391528606415]",0.49,0.94,0.51,2,0.36,2,0.22,0.14,1,0,0.0,0,1.0,1,0.0,200,8
0,7,1,"[0.2586904764175415, 0.5663086771965027, 0.17500090599060059]",0.27,0.93,0.73,3,0.44,3,0.43,0.82,1,0,0.0,0,1.0,1,0.0,200,8
0,8,0,"[0.6425482034683228, 0.24620260298252106, 0.111249178647995]",0.27,0.92,0.73,3,0.38,3,0.42,0.12,1,1,0.0,0,1.0,1,3.45,200,8
0,9,0,"[0.9145975112915039, 0.05551185458898544, 0.029890554025769234]",0.615,0.91,0.385,2,0.32,2,0.075,0.06,0,1,0.0,0,1.0,1,0.0,200,8
0,10,0,"[0.8525636196136475, 0.09349784255027771, 0.053938571363687515]",0.54,0.9,0.46,3,0.32,3,0.855,0.28,1,1,0.0,0,1.0,1,0.0,200,8
0,11,1,"[0.0858602300286293, 0.5489121079444885, 0.36522766947746277]",0.54,0.89,0.46,3,0.26,3,0.41,0.82,0,1,0.0,0,1.0,1,0.75,200,8
0,12,0,"[0.887185275554657, 0.06969104707241058, 0.043123677372932434]",0.615,0.88,0.385,2,0.19999999999999998,2,0.225,0.1,0,1,0.0,0,1.0,1,2.2,200,8
0,13,0,"[0.35380932688713074, 0.40762412548065186, 0.23856651782989502]",0.61,0.87,0.39,2,0.24,2,0.12,0.52,1,1,0.0,0,1.0,1,0.0,200,8
0,14,2,"[0.1598442941904068, 0.5235204100608826, 0.3166353702545166]",0.49,0.86,0.51,3,0.7,3,0.805,0.96,1,1,0.0,0,1.0,1,0.0,200,8
0,15,0,"[0.397548645734787, 0.3858470618724823, 0.21660426259040833]",0.49,0.85,0.51,3,0.64,3,0.045,0.42,1,1,0.0,0,1.0,1,0.0,200,8
