model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,200,5,Seen,28.633333333333333,6.73741213094629
A3C_Global,Global,All,All,200,10,Seen,29.828333333333333,6.784979529978129
A3C_Global,Global,All,All,200,15,Seen,32.43833333333334,9.908974747952259
A3C_Global,Global,All,All,200,20,Seen,30.12,7.509789167036138
A3C_Global,Global,All,All,200,25,Seen,29.278333333333332,7.776521108796371
A3C_Global,Global,All,All,200,7,Intra,27.786666666666665,6.139298729406226
A3C_Global,Global,All,All,200,12,Intra,30.59,8.074810627294406
A3C_Global,Global,All,All,200,17,Intra,31.00166666666667,8.375136648968118
A3C_Global,Global,All,All,200,25,Intra,27.835000000000004,6.3367072153708754
A3C_Global,Global,All,All,200,30,Intra,30.485000000000003,6.649939222779909
A3C_Global,Global,All,All,200,35,Intra,30.461666666666662,10.495591799523375
A3C_Global,Global,All,All,100,25,Extra,14.528333333333336,3.151631411754166
A3C_Global,Global,All,All,100,30,Extra,14.356666666666671,5.597614571305253
A3C_Global,Global,All,All,150,25,Extra,22.841666666666665,6.088733904150809
A3C_Global,Global,All,All,150,30,Extra,22.884999999999998,6.045317058131304
A3C_Global,Global,All,All,150,35,Extra,23.538333333333338,6.852319355922895
A3C_Global,Global,All,All,100,10,Extra,12.828333333333337,3.1707697102684005
A3C_Global,Global,All,All,150,15,Extra,24.38,9.21732607647142
Individual_W0,0,200,5,200,5,Seen,47.35333333333333,7.000249201913379
Individual_W0,0,200,5,200,10,Seen,49.614999999999995,0.40107148157570716
Individual_W0,0,200,5,200,15,Seen,49.55666666666668,0.9890848744616862
Individual_W0,0,200,5,200,20,Seen,49.645,0.5008908730119443
Individual_W0,0,200,5,200,25,Seen,49.653333333333336,0.4167199965871041
Individual_W0,0,200,5,200,7,Intra,49.70166666666667,0.3312811830186308
Individual_W0,0,200,5,200,12,Intra,49.698333333333345,0.3064537304209051
Individual_W0,0,200,5,200,17,Intra,49.74666666666668,0.2617038190185392
Individual_W0,0,200,5,200,25,Intra,49.741666666666674,0.2927124110036266
Individual_W0,0,200,5,200,30,Intra,49.629999999999995,0.38353617821530256
Individual_W0,0,200,5,200,35,Intra,49.684999999999995,0.27146209066215315
Individual_W0,0,200,5,100,25,Extra,49.75000000000002,0.32274861218395073
Individual_W0,0,200,5,100,30,Extra,49.72833333333334,0.22608380943554862
Individual_W0,0,200,5,150,25,Extra,49.73666666666668,0.408030499949318
Individual_W0,0,200,5,150,30,Extra,49.70333333333334,0.3038457210859198
Individual_W0,0,200,5,150,35,Extra,49.82833333333334,0.14926672621704798
Individual_W0,0,200,5,100,10,Extra,49.346666666666664,1.577124669207297
Individual_W0,0,200,5,150,15,Extra,49.516666666666666,0.7021791477646988
Individual_W1,1,200,10,200,5,Seen,32.395,6.224539474263671
Individual_W1,1,200,10,200,10,Seen,31.525,7.371247632976841
Individual_W1,1,200,10,200,15,Seen,32.37333333333333,7.04284191376054
Individual_W1,1,200,10,200,20,Seen,30.1,6.24773292216198
Individual_W1,1,200,10,200,25,Seen,28.49666666666667,6.733212870209552
Individual_W1,1,200,10,200,7,Intra,30.23166666666667,4.748569667688249
Individual_W1,1,200,10,200,12,Intra,28.413333333333338,5.78094475170125
Individual_W1,1,200,10,200,17,Intra,30.381666666666668,6.43502762663499
Individual_W1,1,200,10,200,25,Intra,31.876666666666665,7.404668947510228
Individual_W1,1,200,10,200,30,Intra,31.240000000000002,5.21886641586721
Individual_W1,1,200,10,200,35,Intra,31.191666666666674,7.472606454392081
Individual_W1,1,200,10,100,25,Extra,15.073333333333332,3.1833350785335526
Individual_W1,1,200,10,100,30,Extra,13.098333333333333,2.417143056493669
