episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,1,"[0.0, 1.0, 0.0]",1.0,1.0,0.0,0,0.0,0,0.6868686868686869,0.6,0,0,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,1,1,"[0.0, 1.0, 0.0]",1.0,0.99,0.0,0,0.0,0,1.797979797979798,0.6,0,0,0.1428571492433548,1,0.824999988079071,1,0.0,99,40
0,2,1,"[0.0, 1.0, 0.0]",1.0,0.98,0.0,0,0.0,0,1.4141414141414141,0.6,0,1,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,3,1,"[0.0, 1.0, 0.0]",1.0,0.97,0.0,0,0.0,0,0.7777777777777778,0.5,0,0,0.1428571492433548,1,0.824999988079071,1,0.0,99,40
0,4,1,"[0.0, 1.0, 0.0]",1.0,0.96,0.0,0,0.0,0,0.6565656565656566,0.7,0,1,0.1428571492433548,1,0.824999988079071,1,0.0,99,40
0,5,1,"[0.0, 1.0, 0.0]",1.0,0.95,0.0,0,0.0,0,0.8383838383838383,0.9,0,1,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,6,1,"[0.0, 1.0, 0.0]",1.0,0.94,0.0,0,0.0,0,1.6666666666666667,0.7,0,0,0.1428571492433548,1,0.824999988079071,1,1.75,99,40
0,7,1,"[0.0, 1.0, 0.0]",1.0,0.93,0.0,0,0.0,0,1.97979797979798,0.1,0,1,0.1428571492433548,1,0.824999988079071,1,2.7,99,40
0,8,1,"[0.0, 1.0, 0.0]",1.0,0.92,0.0,0,0.0,0,1.2727272727272727,0.6,0,1,0.1428571492433548,1,0.824999988079071,1,0.0,99,40
0,9,1,"[0.0, 1.0, 0.0]",1.0,0.91,0.0,0,0.0,0,0.45454545454545453,1.0,0,1,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,10,1,"[6.5300508437536476e-43, 1.0, 1.0411647589933391e-42]",1.0,0.9,0.0,0,0.0,0,1.9696969696969697,1.0,0,0,0.1428571492433548,1,0.824999988079071,1,0.515,99,40
0,11,1,"[1.4244466161850114e-21, 1.0, 9.054563830466757e-17]",1.0,0.89,0.0,0,0.0,0,0.6767676767676768,0.8,0,0,0.1428571492433548,1,0.824999988079071,1,0.0,99,40
0,12,1,"[0.0, 1.0, 0.0]",1.0,0.88,0.0,0,0.0,0,1.5151515151515151,0.5,0,1,0.1428571492433548,1,0.824999988079071,1,1.5150000000000001,99,40
0,13,1,"[2.8860454760494095e-22, 1.0, 1.8097836645572164e-17]",1.0,0.87,0.0,0,0.0,0,1.4141414141414141,0.5,0,0,0.1428571492433548,1,0.824999988079071,1,1.1300000000000001,99,40
0,14,1,"[1.944435723544302e-08, 0.5737446546554565, 0.42625537514686584]",1.0,0.86,0.0,0,0.0,0,1.2121212121212122,0.8,0,0,0.1428571492433548,1,0.824999988079071,1,0.0,99,40
0,15,1,"[0.0, 1.0, 0.0]",1.0,0.85,0.0,0,0.0,0,1.494949494949495,0.2,0,1,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,16,1,"[9.160869745306175e-26, 1.0, 1.1082392575265355e-21]",1.0,0.84,0.0,0,0.0,0,0.898989898989899,1.0,0,0,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,17,2,"[2.5371059919621075e-08, 0.0037448990624397993, 0.9962550401687622]",1.0,0.83,0.0,0,0.0,0,1.505050505050505,1.0,0,0,0.1428571492433548,1,0.824999988079071,1,-0.05,99,40
0,18,1,"[6.301934668551112e-11, 0.9991115927696228, 0.000888449780177325]",1.0,0.82,0.0,0,0.0,0,1.1313131313131313,0.7,0,0,0.1428571492433548,1,0.824999988079071,1,0.53,99,40
0,19,2,"[1.4378168877726694e-08, 0.006055118981748819, 0.9939448237419128]",1.0,0.81,0.0,0,0.0,0,1.3232323232323233,0.5,0,0,0.1428571492433548,1,0.824999988079071,1,-0.05,99,40
0,20,2,"[1.2151732953213923e-08, 0.0008009349694475532, 0.9991990923881531]",1.0,0.8,0.0,0,0.0,0,1.5252525252525253,0.5,0,0,0.1428571492433548,1,0.824999988079071,1,-0.05,99,40
0,21,1,"[3.810481707944291e-09, 0.907659113407135, 0.09234093874692917]",1.0,0.79,0.0,0,0.0,0,1.1818181818181819,0.4,0,0,0.1428571492433548,1,0.824999988079071,1,1.06,99,40
0,22,1,"[6.088495679845707e-11, 0.9993199110031128, 0.0006801316048949957]",1.0,0.78,0.0,0,0.0,0,0.7070707070707071,0.2,0,0,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,23,1,"[1.512851259197201e-13, 0.9999994039535522, 5.568446113102254e-07]",1.0,0.77,0.0,0,0.0,0,0.1111111111111111,0.6,0,0,0.1428571492433548,1,0.824999988079071,1,-0.1,99,40
0,24,2,"[6.134807772895101e-09, 5.513821292879584e-07, 0.9999994039535522]",1.0,0.76,0.0,0,0.0,0,1.7777777777777777,0.9,0,0,0.1428571492433548,1,0.824999988079071,1,-0.05,99,40
0,25,2,"[1.2534749238568565e-08, 0.0003793236392084509, 0.9996206760406494]",1.0,0.75,0.0,0,0.0,0,1.9393939393939394,0.7,0,0,0.1428571492433548,1,0.824999988079071,1,-0.05,99,40
