seed,timestamp,a3c_final_reward,individual_final_reward,difference
42,20251006_162506,15.422499999999994,29.47799999999999,-14.055499999999997
123,20251006_163423,29.599999999999994,23.852999999999987,5.747000000000007
456,20251006_164343,21.738499999999988,24.922499999999992,-3.1840000000000046
789,20251006_165312,29.866499999999984,25.152499999999993,4.7139999999999915
1024,20251006_170223,28.91299999999999,23.76949999999999,5.1434999999999995
