episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,1,"[0.43373996019363403, 0.2707860767841339, 0.29547393321990967]",1.0,1.0,0.0,0,0.0,0,0.5591397849462365,0.1,0,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,1,0,"[0.2885952889919281, 0.6029890179634094, 0.1084156185388565]",1.0,0.99,0.0,0,0.0,0,1.2795698924731183,0.3,0,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,2,0,"[0.28582853078842163, 0.6102383732795715, 0.10393310338258743]",1.0,0.98,0.0,0,0.0,0,1.5268817204301075,0.9,0,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,3,1,"[0.28162798285484314, 0.6158453822135925, 0.10252662748098373]",1.0,0.97,0.0,0,0.0,0,0.27956989247311825,0.4,0,0,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
0,4,1,"[0.28553277254104614, 0.6107954382896423, 0.10367180407047272]",1.0,0.96,0.0,0,0.0,0,1.5483870967741935,0.7,0,1,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,5,1,"[0.28280124068260193, 0.6144713759422302, 0.10272735357284546]",1.0,0.95,0.0,0,0.0,0,0.6989247311827957,0.4,0,0,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
0,6,1,"[0.2811444103717804, 0.6167023777961731, 0.10215311497449875]",1.0,0.94,0.0,0,0.0,0,0.27956989247311825,0.2,0,1,0.2571428716182709,1,0.7749999761581421,1,0.24,93,48
0,7,1,"[0.28428614139556885, 0.6129114627838135, 0.10280240327119827]",1.0,0.93,0.0,0,0.0,0,1.5591397849462365,0.1,0,1,0.2571428716182709,1,0.7749999761581421,1,1.695,93,48
0,8,1,"[0.2830427885055542, 0.6140570640563965, 0.1029001772403717]",1.0,0.92,0.0,0,0.0,0,0.5268817204301075,0.6,0,1,0.2571428716182709,1,0.7749999761581421,1,0.53,93,48
0,9,0,"[0.28275197744369507, 0.6142424941062927, 0.1030055582523346]",1.0,0.91,0.0,0,0.0,0,0.3010752688172043,0.9,0,0,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
0,10,0,"[0.28464290499687195, 0.6119609475135803, 0.1033962070941925]",0.6989247311827957,0.9,0.3010752688172043,1,0.8,1,1.0,0.7,1,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,11,1,"[0.2849642336368561, 0.6111961007118225, 0.10383965075016022]",0.6989247311827957,0.89,0.3010752688172043,1,0.7,1,1.2258064516129032,0.9,0,0,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
0,12,0,"[0.28182753920555115, 0.6154640316963196, 0.10270840674638748]",0.6989247311827957,0.88,0.3010752688172043,1,0.6,1,0.6666666666666666,0.1,0,1,0.2571428716182709,1,0.7749999761581421,1,0.62,93,48
0,13,0,"[0.28555965423583984, 0.6106580495834351, 0.1037822887301445]",0.6989247311827957,0.87,0.3010752688172043,1,0.5,1,1.4193548387096775,0.8,1,1,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,14,1,"[0.28241217136383057, 0.6140931248664856, 0.10349471867084503]",0.6989247311827957,0.86,0.3010752688172043,1,0.4,1,0.07526881720430108,1.0,0,1,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
0,15,1,"[0.28299954533576965, 0.6135804057121277, 0.10342010110616684]",0.6989247311827957,0.85,0.3010752688172043,1,0.3,1,0.5483870967741935,0.8,0,1,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,16,1,"[0.2844899892807007, 0.6121962666511536, 0.10331375896930695]",0.6989247311827957,0.84,0.3010752688172043,1,0.2,1,1.7956989247311828,0.3,0,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,17,1,"[0.28487759828567505, 0.6117153763771057, 0.10340706259012222]",0.6989247311827957,0.83,0.3010752688172043,1,0.1,1,2.0,0.3,0,0,0.2571428716182709,1,0.7749999761581421,1,0.18,93,48
0,18,1,"[0.2856704592704773, 0.6107202172279358, 0.10360932350158691]",1.0,0.82,0.0,0,0.0,0,1.6989247311827957,0.9,0,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,19,1,"[0.28198859095573425, 0.6154550313949585, 0.10255641490221024]",1.0,0.81,0.0,0,0.0,0,0.34408602150537637,0.7,0,0,0.2571428716182709,1,0.7749999761581421,1,1.095,93,48
0,20,1,"[0.28297048807144165, 0.6142900586128235, 0.10273943841457367]",1.0,0.8,0.0,0,0.0,0,0.6129032258064516,0.7,0,1,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,21,1,"[0.2796851396560669, 0.6186569929122925, 0.1016579270362854]",1.0,0.79,0.0,0,0.0,0,0.053763440860215055,0.4,0,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,22,0,"[0.279494047164917, 0.6192092299461365, 0.10129673033952713]",1.0,0.78,0.0,0,0.0,0,0.26881720430107525,0.2,0,0,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
0,23,1,"[0.28301677107810974, 0.6146048903465271, 0.10237833112478256]",0.7311827956989247,0.77,0.26881720430107525,1,0.1,1,1.1720430107526882,0.3,1,0,0.2571428716182709,1,0.7749999761581421,1,0.17,93,48
0,24,1,"[0.2809551954269409, 0.6174763441085815, 0.10156847536563873]",1.0,0.76,0.0,0,0.0,0,0.11827956989247312,0.5,1,0,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,25,0,"[0.2822466790676117, 0.6157087683677673, 0.10204451531171799]",1.0,0.75,0.0,0,0.0,0,0.3655913978494624,0.7,1,0,0.2571428716182709,1,0.7749999761581421,1,0.28500000000000003,93,48
0,26,1,"[0.27995172142982483, 0.6182795763015747, 0.10176871716976166]",0.6344086021505376,0.74,0.3655913978494624,1,0.6,1,0.15053763440860216,0.3,1,0,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
0,27,1,"[0.28570666909217834, 0.6106132864952087, 0.10368005931377411]",0.6344086021505376,0.73,0.3655913978494624,1,0.5,1,1.7634408602150538,0.8,1,1,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,28,0,"[0.28370603919029236, 0.6136873960494995, 0.10260655730962753]",0.6344086021505376,0.72,0.3655913978494624,1,0.4,1,1.4623655913978495,0.2,1,0,0.2571428716182709,1,0.7749999761581421,1,0.025,93,48
0,29,1,"[0.28378602862358093, 0.6134182214736938, 0.10279576480388641]",0.6344086021505376,0.71,0.3655913978494624,1,0.3,1,1.8709677419354838,0.1,0,0,0.2571428716182709,1,0.7749999761581421,1,1.735,93,48
0,30,1,"[0.28297048807144165, 0.6137725710868835, 0.10325685888528824]",0.6344086021505376,0.7,0.3655913978494624,1,0.2,1,0.8279569892473119,0.8,0,1,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,31,1,"[0.2835673391819, 0.613666832447052, 0.10276585817337036]",0.6344086021505376,0.69,0.3655913978494624,1,0.1,1,1.89247311827957,0.1,0,0,0.2571428716182709,1,0.7749999761581421,1,2.095,93,48
0,32,0,"[0.2840356230735779, 0.6136787533760071, 0.10228559374809265]",1.0,0.68,0.0,0,0.0,0,1.7849462365591398,0.1,0,1,0.2571428716182709,1,0.7749999761581421,1,-0.1,93,48
0,33,0,"[0.28095442056655884, 0.6169119477272034, 0.10213367640972137]",1.0,0.67,0.0,0,0.0,0,0.043010752688172046,0.8,0,1,0.2571428716182709,1,0.7749999761581421,1,0.0,93,48
