model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,200,5,Seen,68.82666666666667,16.465988852446397
A3C_Global,Global,All,All,200,10,Seen,75.51166666666667,15.649827918826738
A3C_Global,Global,All,All,200,15,Seen,74.32000000000001,15.592025739674327
A3C_Global,Global,All,All,200,20,Seen,77.18166666666667,16.271040139530793
A3C_Global,Global,All,All,200,25,Seen,67.81833333333334,15.156893279590276
A3C_Global,Global,All,All,200,7,Intra,70.80166666666668,16.209876019129684
A3C_Global,Global,All,All,200,12,Intra,75.765,13.301955683282062
A3C_Global,Global,All,All,200,17,Intra,73.905,13.053654341473374
A3C_Global,Global,All,All,200,25,Intra,74.38666666666668,14.13361202555415
A3C_Global,Global,All,All,200,30,Intra,70.37166666666666,16.886556207692426
A3C_Global,Global,All,All,200,35,Intra,71.61,15.838673134662091
A3C_Global,Global,All,All,100,25,Extra,43.61333333333333,13.097028500982791
A3C_Global,Global,All,All,100,30,Extra,41.055000000000014,14.000638973513555
A3C_Global,Global,All,All,150,25,Extra,63.800000000000004,15.504773458519155
A3C_Global,Global,All,All,150,30,Extra,60.15000000000001,12.998275526648401
A3C_Global,Global,All,All,150,35,Extra,63.93999999999999,12.28877129740805
A3C_Global,Global,All,All,100,10,Extra,49.61833333333333,13.918695361116129
A3C_Global,Global,All,All,150,15,Extra,55.81333333333334,13.23978180417722
Individual_W0,0,200,5,200,5,Seen,66.81,17.69446900399482
Individual_W0,0,200,5,200,10,Seen,67.95833333333334,14.58446709878546
Individual_W0,0,200,5,200,15,Seen,67.64166666666668,12.27711341842572
Individual_W0,0,200,5,200,20,Seen,70.205,14.31720614039857
Individual_W0,0,200,5,200,25,Seen,74.23666666666666,7.855676645302778
Individual_W0,0,200,5,200,7,Intra,64.97166666666668,19.107261635886555
Individual_W0,0,200,5,200,12,Intra,68.3,13.87715748991846
Individual_W0,0,200,5,200,17,Intra,67.37,13.246147867713592
Individual_W0,0,200,5,200,25,Intra,72.17333333333335,9.659362757909491
Individual_W0,0,200,5,200,30,Intra,74.07666666666667,11.149003941558588
Individual_W0,0,200,5,200,35,Intra,70.23000000000002,10.258554154135627
Individual_W0,0,200,5,100,25,Extra,48.96666666666667,15.87443612296897
Individual_W0,0,200,5,100,30,Extra,47.038333333333334,13.252978805620348
Individual_W0,0,200,5,150,25,Extra,59.05166666666667,14.13570823207038
Individual_W0,0,200,5,150,30,Extra,61.073333333333345,15.169089916303124
Individual_W0,0,200,5,150,35,Extra,61.884999999999984,13.092046886055162
Individual_W0,0,200,5,100,10,Extra,45.275000000000006,15.43740991876552
Individual_W0,0,200,5,150,15,Extra,58.195,16.130082403178644
Individual_W1,1,200,10,200,5,Seen,30.46333333333333,6.731232345483916
Individual_W1,1,200,10,200,10,Seen,31.333333333333332,7.537918958321469
Individual_W1,1,200,10,200,15,Seen,32.66833333333333,7.262592321080828
Individual_W1,1,200,10,200,20,Seen,29.775000000000002,7.18193045079107
Individual_W1,1,200,10,200,25,Seen,30.37,8.180134473222308
Individual_W1,1,200,10,200,7,Intra,30.631666666666668,5.865371305855714
Individual_W1,1,200,10,200,12,Intra,30.21,7.68107414363382
Individual_W1,1,200,10,200,17,Intra,32.84333333333334,7.3024052354153985
Individual_W1,1,200,10,200,25,Intra,32.876666666666665,5.135184731070756
Individual_W1,1,200,10,200,30,Intra,28.723333333333333,5.497677287323762
Individual_W1,1,200,10,200,35,Intra,28.488333333333337,6.1266043250364675
Individual_W1,1,200,10,100,25,Extra,14.016666666666664,3.3032896061687094
Individual_W1,1,200,10,100,30,Extra,14.815,2.864325109573516
Individual_W1,1,200,10,150,25,Extra,22.230000000000004,4.658408168748919
Individual_W1,1,200,10,150,30,Extra,22.786666666666672,4.731401014029094
Individual_W1,1,200,10,150,35,Extra,22.306666666666672,4.5429933842004315
Individual_W1,1,200,10,100,10,Extra,13.099999999999998,2.699413516550092
Individual_W1,1,200,10,150,15,Extra,22.456666666666667,4.726463324257956
Individual_W2,2,200,15,200,5,Seen,31.553333333333338,8.002259403165807
Individual_W2,2,200,15,200,10,Seen,29.956666666666663,5.988735722634249
Individual_W2,2,200,15,200,15,Seen,31.395000000000003,6.547981241064556
Individual_W2,2,200,15,200,20,Seen,30.893333333333334,6.645471306753864
Individual_W2,2,200,15,200,25,Seen,30.54166666666666,7.548510706681743
Individual_W2,2,200,15,200,7,Intra,31.34333333333333,5.579467318262161
Individual_W2,2,200,15,200,12,Intra,31.69166666666667,6.1380654299398145
Individual_W2,2,200,15,200,17,Intra,31.746666666666663,6.796137792076385
Individual_W2,2,200,15,200,25,Intra,32.165000000000006,6.317438167485299
Individual_W2,2,200,15,200,30,Intra,32.20166666666667,5.927316471688984
Individual_W2,2,200,15,200,35,Intra,30.790000000000003,6.397126959294565
Individual_W2,2,200,15,100,25,Extra,13.410000000000004,2.815179094362086
Individual_W2,2,200,15,100,30,Extra,13.966666666666669,2.8979973928368
Individual_W2,2,200,15,150,25,Extra,21.673333333333336,5.538091327845322
