model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,200,5,Seen,-0.6039739895607451,9.719930904939067
A3C_Global,Global,All,All,200,10,Seen,0.658254133690298,7.721388281953661
A3C_Global,Global,All,All,200,15,Seen,1.3727382017918401,10.011498734356984
A3C_Global,Global,All,All,200,20,Seen,1.1788879671508685,7.75401856558941
A3C_Global,Global,All,All,200,20,Seen,-0.04708117078113645,9.469802389773422
A3C_Global,Global,All,All,200,7,Intra,0.743702029083981,13.69187786245456
A3C_Global,Global,All,All,200,12,Intra,-2.2262786112389774,11.327283392300775
A3C_Global,Global,All,All,200,17,Intra,-0.4490949638493812,9.03530291785499
A3C_Global,Global,All,All,200,25,Intra,-0.9072489853952947,9.522322555243624
A3C_Global,Global,All,All,200,30,Intra,0.7430273137408329,9.644142339836309
A3C_Global,Global,All,All,200,35,Intra,0.0613904767214098,10.843579559008742
A3C_Global,Global,All,All,100,25,Extra,-23.755493885330353,5.796977711560705
A3C_Global,Global,All,All,100,30,Extra,-24.515963619707613,3.913744699549318
A3C_Global,Global,All,All,150,25,Extra,-12.497823049863591,6.590427318571679
A3C_Global,Global,All,All,150,30,Extra,-12.841475589050642,6.936174356038462
A3C_Global,Global,All,All,150,35,Extra,-12.586625736647486,7.506286017407705
A3C_Global,Global,All,All,100,10,Extra,-25.73693897099073,4.60237147030997
A3C_Global,Global,All,All,150,15,Extra,-13.096566963897818,6.432036301506128
Individual_W0,0,200,5,200,5,Seen,2.768077915127455,3.886258766114082
Individual_W0,0,200,5,200,10,Seen,3.8758389057509466,3.672200905694946
Individual_W0,0,200,5,200,15,Seen,3.069203064796752,3.024258594404376
Individual_W0,0,200,5,200,20,Seen,4.653476030827289,2.8709008602878807
Individual_W0,0,200,5,200,20,Seen,3.734931826973856,3.06239435696331
Individual_W0,0,200,5,200,7,Intra,4.999079705489307,2.969734588577078
Individual_W0,0,200,5,200,12,Intra,2.7449517314618483,2.71519167074801
Individual_W0,0,200,5,200,17,Intra,4.628633646681524,3.253711144430049
Individual_W0,0,200,5,200,25,Intra,4.246419674075925,2.6986727502844827
Individual_W0,0,200,5,200,30,Intra,2.9669549447506447,3.7043983969026097
Individual_W0,0,200,5,200,35,Intra,5.155004204129642,3.7678799826821843
Individual_W0,0,200,5,100,25,Extra,1.0147355023330915,2.122807647382209
Individual_W0,0,200,5,100,30,Extra,0.853769987035587,1.7398193497586194
Individual_W0,0,200,5,150,25,Extra,3.3362697323848267,2.607393648443415
Individual_W0,0,200,5,150,30,Extra,2.1410757049953593,2.7579509981725394
Individual_W0,0,200,5,150,35,Extra,1.7003809129953942,2.5816377648451163
Individual_W0,0,200,5,100,10,Extra,1.7035526335725193,2.2047510652225197
Individual_W0,0,200,5,150,15,Extra,2.359587398373986,2.4278510978276895
Individual_W1,1,200,10,200,5,Seen,-5.339871544093031,5.858881857987123
Individual_W1,1,200,10,200,10,Seen,-3.2625485937677974,10.083211876510797
Individual_W1,1,200,10,200,15,Seen,-4.069428557603328,6.911567921773102
Individual_W1,1,200,10,200,20,Seen,-3.049127563156804,7.22837349273769
Individual_W1,1,200,10,200,20,Seen,-3.05715416196219,8.571843075123363
Individual_W1,1,200,10,200,7,Intra,-1.7876037293415397,9.204491477570745
Individual_W1,1,200,10,200,12,Intra,-6.731530711005471,7.155372874720191
Individual_W1,1,200,10,200,17,Intra,-4.4791220392582005,8.646667434689894
