model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,200,5,Seen,60.64,18.46036926319009
A3C_Global,Global,All,All,200,10,Seen,66.4,15.878827622550304
A3C_Global,Global,All,All,200,15,Seen,62.84,15.950817115955742
A3C_Global,Global,All,All,200,20,Seen,69.26666666666667,12.230047242572514
A3C_Global,Global,All,All,200,25,Seen,60.45166666666669,17.02522874703564
A3C_Global,Global,All,All,200,7,Intra,59.873333333333335,20.504563448711174
A3C_Global,Global,All,All,200,12,Intra,65.67166666666667,16.181767946948472
A3C_Global,Global,All,All,200,17,Intra,66.515,13.188297527227187
A3C_Global,Global,All,All,200,25,Intra,69.00499999999998,13.252266158409789
A3C_Global,Global,All,All,200,30,Intra,59.51666666666667,17.077418488232414
A3C_Global,Global,All,All,200,35,Intra,67.92500000000001,18.449452340561944
A3C_Global,Global,All,All,100,25,Extra,51.061666666666675,12.13938962862448
A3C_Global,Global,All,All,100,30,Extra,53.82666666666667,12.18715671881218
A3C_Global,Global,All,All,150,25,Extra,52.93166666666666,17.039750014467806
A3C_Global,Global,All,All,150,30,Extra,63.958333333333336,9.586458186189287
A3C_Global,Global,All,All,150,35,Extra,50.748333333333335,16.141083623956465
A3C_Global,Global,All,All,100,10,Extra,48.269999999999996,17.502136060111823
A3C_Global,Global,All,All,150,15,Extra,58.75833333333332,13.51158813348338
Individual_W0,0,200,5,200,5,Seen,34.00000000000001,9.163532797635057
Individual_W0,0,200,5,200,10,Seen,30.163333333333334,7.01333174904925
Individual_W0,0,200,5,200,15,Seen,32.026666666666664,6.512996408890628
Individual_W0,0,200,5,200,20,Seen,28.765000000000008,6.063884206238331
Individual_W0,0,200,5,200,25,Seen,31.803333333333335,6.9978083870753585
Individual_W0,0,200,5,200,7,Intra,30.015,6.736803767366243
Individual_W0,0,200,5,200,12,Intra,31.469999999999995,8.017310438461683
Individual_W0,0,200,5,200,17,Intra,29.966666666666665,6.600042087407894
Individual_W0,0,200,5,200,25,Intra,30.328333333333337,5.597971110639598
Individual_W0,0,200,5,200,30,Intra,31.463333333333335,6.795303934008806
