model,worker_id,trained_comp,trained_vel,test_comp,test_vel,env_type,mean_reward,std_reward
A3C_Global,Global,All,All,200,5,Seen,70.27999999999999,15.536739254639844
A3C_Global,Global,All,All,200,10,Seen,73.915,11.87562735184967
A3C_Global,Global,All,All,200,15,Seen,74.01333333333334,7.7230599865309575
A3C_Global,Global,All,All,200,20,Seen,78.50333333333334,9.283578093721312
A3C_Global,Global,All,All,200,25,Seen,75.04166666666667,7.862040482950693
A3C_Global,Global,All,All,200,7,Intra,71.96833333333332,7.269370483213947
A3C_Global,Global,All,All,200,12,Intra,74.40833333333333,8.633607621125456
A3C_Global,Global,All,All,200,17,Intra,75.47000000000001,7.141248723671045
A3C_Global,Global,All,All,200,25,Intra,75.03666666666666,8.79534851814046
A3C_Global,Global,All,All,200,30,Intra,73.98333333333333,9.666956892194953
A3C_Global,Global,All,All,200,35,Intra,73.04166666666669,10.083873952449467
A3C_Global,Global,All,All,100,25,Extra,52.413333333333334,12.408497984132577
A3C_Global,Global,All,All,100,30,Extra,52.891666666666666,13.516774043963139
A3C_Global,Global,All,All,150,25,Extra,61.39,12.544244364116427
A3C_Global,Global,All,All,150,30,Extra,68.38666666666668,5.501665404422757
A3C_Global,Global,All,All,150,35,Extra,61.22666666666667,9.151354483839475
A3C_Global,Global,All,All,100,10,Extra,49.580000000000005,16.293028161353764
A3C_Global,Global,All,All,150,15,Extra,64.05499999999999,10.693676870001262
Individual_W0,0,200,5,200,5,Seen,32.91166666666667,7.208521384830288
Individual_W0,0,200,5,200,10,Seen,33.30166666666667,8.490352204446854
Individual_W0,0,200,5,200,15,Seen,37.13333333333333,13.8108190279296
Individual_W0,0,200,5,200,20,Seen,32.74833333333333,4.703039501806843
Individual_W0,0,200,5,200,25,Seen,36.09333333333334,11.803253318000461
Individual_W0,0,200,5,200,7,Intra,34.40833333333334,10.07790556393319
Individual_W0,0,200,5,200,12,Intra,33.05666666666667,6.188951625455012
Individual_W0,0,200,5,200,17,Intra,29.689999999999998,6.113296982807231
Individual_W0,0,200,5,200,25,Intra,33.300000000000004,6.7640101517763345
Individual_W0,0,200,5,200,30,Intra,32.8,9.94169670294429
Individual_W0,0,200,5,200,35,Intra,35.56500000000001,9.050903730199172
Individual_W0,0,200,5,100,25,Extra,14.573333333333332,3.394695208049695
Individual_W0,0,200,5,100,30,Extra,14.423333333333336,3.859182411973927
Individual_W0,0,200,5,150,25,Extra,25.16,7.850513783611024
Individual_W0,0,200,5,150,30,Extra,22.996666666666666,4.903144115995595
Individual_W0,0,200,5,150,35,Extra,24.360000000000003,8.199069052845777
Individual_W0,0,200,5,100,10,Extra,13.606666666666664,3.140905743394553
Individual_W0,0,200,5,150,15,Extra,22.333333333333332,6.742901617421259
Individual_W1,1,200,10,200,5,Seen,31.12666666666667,6.119024068881863
Individual_W1,1,200,10,200,10,Seen,30.33833333333333,6.79611020282109
Individual_W1,1,200,10,200,15,Seen,31.16833333333334,6.205138775420115
Individual_W1,1,200,10,200,20,Seen,30.856666666666673,7.265073219788559
Individual_W1,1,200,10,200,25,Seen,31.486666666666668,6.355560994558666
Individual_W1,1,200,10,200,7,Intra,29.27166666666667,6.715450882521258
Individual_W1,1,200,10,200,12,Intra,29.861666666666668,6.244887019705713
Individual_W1,1,200,10,200,17,Intra,30.94166666666667,6.55012828542736
Individual_W1,1,200,10,200,25,Intra,29.475,5.984615693593032
Individual_W1,1,200,10,200,30,Intra,31.348333333333336,6.9413793457944815
Individual_W1,1,200,10,200,35,Intra,29.37000000000001,5.699204622869171
Individual_W1,1,200,10,100,25,Extra,13.801666666666668,2.9426032503361523
Individual_W1,1,200,10,100,30,Extra,14.120000000000001,2.6307350050255285
Individual_W1,1,200,10,150,25,Extra,22.508333333333333,5.444279617686398
Individual_W1,1,200,10,150,30,Extra,21.66666666666667,4.63127652189137
Individual_W1,1,200,10,150,35,Extra,23.180000000000003,5.546704727433519
Individual_W1,1,200,10,100,10,Extra,14.070000000000004,3.437285750899004
Individual_W1,1,200,10,150,15,Extra,22.27333333333333,5.478879650277256
Individual_W2,2,200,15,200,5,Seen,66.64833333333333,19.66445813870519
Individual_W2,2,200,15,200,10,Seen,76.26500000000001,7.202859964393775
Individual_W2,2,200,15,200,15,Seen,74.21833333333332,8.592326841755703
Individual_W2,2,200,15,200,20,Seen,77.11,6.114046668669339
Individual_W2,2,200,15,200,25,Seen,78.87333333333332,8.018236852464646
Individual_W2,2,200,15,200,7,Intra,75.35333333333332,10.440752952839281
Individual_W2,2,200,15,200,12,Intra,71.63833333333334,13.577442587697515
Individual_W2,2,200,15,200,17,Intra,75.15833333333333,7.137063860969405
Individual_W2,2,200,15,200,25,Intra,75.78,6.441099802569951
Individual_W2,2,200,15,200,30,Intra,74.41833333333334,6.822578732089178
Individual_W2,2,200,15,200,35,Intra,77.04,7.789452270003757
Individual_W2,2,200,15,100,25,Extra,55.856666666666676,13.357917336005473
Individual_W2,2,200,15,100,30,Extra,55.71,13.319918668420366
Individual_W2,2,200,15,150,25,Extra,67.10333333333334,10.34377375794519
Individual_W2,2,200,15,150,30,Extra,67.49666666666667,10.953446438856078
Individual_W2,2,200,15,150,35,Extra,67.71166666666667,6.805520838913721
Individual_W2,2,200,15,100,10,Extra,55.693333333333335,14.976385485898197
Individual_W2,2,200,15,150,15,Extra,68.525,6.041243663352772
Individual_W3,3,200,20,200,5,Seen,29.785000000000004,6.4052732182163785
Individual_W3,3,200,20,200,10,Seen,31.773333333333337,7.594995428277464
Individual_W3,3,200,20,200,15,Seen,31.416666666666668,3.8795045502687002
Individual_W3,3,200,20,200,20,Seen,31.703333333333333,7.609149463347108
Individual_W3,3,200,20,200,25,Seen,31.38666666666667,5.8798800063342185
Individual_W3,3,200,20,200,7,Intra,30.06,6.277199481722191
Individual_W3,3,200,20,200,12,Intra,30.568333333333335,6.783453930131922
Individual_W3,3,200,20,200,17,Intra,31.061666666666667,6.424532192221383
Individual_W3,3,200,20,200,25,Intra,31.076666666666668,6.395958793557764
Individual_W3,3,200,20,200,30,Intra,32.13666666666667,7.141614352200457
Individual_W3,3,200,20,200,35,Intra,31.20166666666667,6.627298133897067
Individual_W3,3,200,20,100,25,Extra,14.498333333333335,3.0320368108290214
Individual_W3,3,200,20,100,30,Extra,14.041666666666666,2.6820726852359704
Individual_W3,3,200,20,150,25,Extra,22.558333333333326,4.33526399298692
Individual_W3,3,200,20,150,30,Extra,22.80666666666667,4.271196813800814
Individual_W3,3,200,20,150,35,Extra,22.52500000000001,5.867761498220595
Individual_W3,3,200,20,100,10,Extra,15.36666666666667,4.035577887848144
Individual_W3,3,200,20,150,15,Extra,22.743333333333332,4.254286727003196
Individual_W4,4,200,25,200,5,Seen,33.285,7.474736896150036
Individual_W4,4,200,25,200,10,Seen,31.526666666666664,6.812118286961521
Individual_W4,4,200,25,200,15,Seen,32.528333333333336,7.145344443917469
Individual_W4,4,200,25,200,20,Seen,31.371666666666666,5.984015977771301
Individual_W4,4,200,25,200,25,Seen,30.771666666666665,6.230471936824334
Individual_W4,4,200,25,200,7,Intra,32.485,7.474268637576966
Individual_W4,4,200,25,200,12,Intra,29.48333333333333,6.843285435779773
Individual_W4,4,200,25,200,17,Intra,29.825,6.53483932472712
Individual_W4,4,200,25,200,25,Intra,29.591666666666676,4.884620137624716
Individual_W4,4,200,25,200,30,Intra,30.798333333333332,6.476296309534401
