episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,1,"[0.07314760237932205, 0.8063797950744629, 0.12047255784273148]",1.0,1.0,0.0,0,0.0,0,0.915,0.46,0,0,0.0,0,1.0,1,0.0,200,12
0,1,1,"[0.009804544039070606, 0.7345628142356873, 0.2556326389312744]",1.0,0.99,0.0,0,0.0,0,0.385,0.66,0,1,0.0,0,1.0,1,0.0,200,12
0,2,1,"[0.0037058645393699408, 0.7147258520126343, 0.2815682888031006]",1.0,0.98,0.0,0,0.0,0,0.45,0.86,0,1,0.0,0,1.0,1,0.0,200,12
0,3,0,"[0.8739101886749268, 0.09921354800462723, 0.026876360177993774]",1.0,0.97,0.0,0,0.0,0,0.64,0.1,0,1,0.0,0,1.0,1,0.0,200,12
0,4,0,"[0.7055363655090332, 0.22264453768730164, 0.07181911170482635]",0.36,0.96,0.64,1,0.08,1,0.045,0.36,1,1,0.0,0,1.0,1,0.0,200,12
0,5,0,"[0.893144965171814, 0.07382292300462723, 0.03303201496601105]",0.315,0.95,0.685,2,0.4,2,0.705,0.1,1,1,0.0,0,1.0,1,0.0,200,12
0,6,2,"[0.3822503685951233, 0.420626163482666, 0.1971234530210495]",0.315,0.94,0.685,2,0.36,2,0.075,0.56,0,1,0.0,0,1.0,1,0.0,200,12
0,7,0,"[0.6933376789093018, 0.19151298701763153, 0.11514932662248611]",0.315,0.93,0.685,2,0.32,2,0.765,0.34,0,1,0.0,0,1.0,1,6.4,200,12
0,8,2,"[0.14157840609550476, 0.48529571294784546, 0.37312597036361694]",0.955,0.92,0.045,1,0.28,1,0.01,0.62,0,1,0.0,0,1.0,1,0.0,200,12
0,9,0,"[0.8567808270454407, 0.09036485105752945, 0.05285436287522316]",0.955,0.91,0.045,1,0.26,1,0.605,0.28,0,1,0.0,0,1.0,1,0.0,200,12
0,10,2,"[0.14548279345035553, 0.5293144583702087, 0.3252028226852417]",0.35,0.9,0.65,2,0.5,2,0.47,0.92,1,1,0.0,0,1.0,1,0.0,200,12
0,11,1,"[0.25852712988853455, 0.4684913158416748, 0.27298152446746826]",0.35,0.89,0.65,2,0.45999999999999996,2,0.75,0.7,1,1,0.0,0,1.0,1,0.0,200,12
0,12,0,"[0.48383787274360657, 0.3592766523361206, 0.15688547492027283]",0.35,0.88,0.65,2,0.42000000000000004,2,0.265,0.42,1,0,0.0,0,1.0,1,0.0,200,12
0,13,1,"[0.680155873298645, 0.20140919089317322, 0.11843495070934296]",0.085,0.87,0.915,3,0.78,3,0.97,0.02,1,0,0.0,0,1.0,1,0.0,200,12
0,14,2,"[0.3806948959827423, 0.39270472526550293, 0.22660037875175476]",0.085,0.86,0.915,3,0.72,3,0.71,0.82,1,0,0.0,0,1.0,1,0.0,200,12
0,15,0,"[0.696719229221344, 0.18101541697978973, 0.12226532399654388]",0.085,0.85,0.915,3,0.66,3,0.275,0.06,1,0,0.0,0,1.0,1,0.0,200,12
0,16,1,"[0.47569113969802856, 0.31581351161003113, 0.20849527418613434]",0.085,0.84,0.915,3,0.6000000000000001,3,0.675,0.48,0,0,0.0,0,1.0,1,0.0,200,12
0,17,0,"[0.2564442455768585, 0.4136222302913666, 0.3299334943294525]",0.085,0.83,0.915,3,0.54,3,0.07,0.8,0,1,0.0,0,1.0,1,0.0,200,12
0,18,0,"[0.6887858510017395, 0.16297560930252075, 0.14823849499225616]",0.015,0.82,0.9850000000000001,4,1.26,4,0.745,0.06,1,1,0.0,0,1.0,1,0.0,200,12
0,19,2,"[0.3701924681663513, 0.34376588463783264, 0.28604164719581604]",0.015,0.81,0.9850000000000001,4,1.1800000000000002,4,0.51,0.44,0,1,0.0,0,1.0,1,0.0,200,12
0,20,2,"[0.22734923660755157, 0.4228239059448242, 0.34982678294181824]",0.015,0.8,0.9850000000000001,4,1.1,4,0.01,0.76,0,1,0.0,0,1.0,1,0.0,200,12
0,21,2,"[0.3867966830730438, 0.3275144398212433, 0.2856888771057129]",0.015,0.79,0.9850000000000001,4,1.02,4,0.6,0.24,0,1,0.0,0,1.0,1,0.45,200,12
0,22,0,"[0.542515218257904, 0.21318881213665009, 0.24429598450660706]",0.06,0.78,0.94,3,0.94,3,0.735,0.28,0,1,0.0,0,1.0,1,15.200000000000001,200,12
0,23,2,"[0.04547654837369919, 0.4123476445674896, 0.542175829410553]",0.665,0.77,0.335,2,0.8800000000000001,2,0.725,0.98,0,1,0.0,0,1.0,1,0.0,200,12
0,24,0,"[0.8273448944091797, 0.0881492868065834, 0.0845058262348175]",0.665,0.76,0.335,2,0.8400000000000001,2,0.57,0.28,0,1,0.0,0,1.0,1,0.0,200,12
0,25,0,"[0.6776895523071289, 0.17055147886276245, 0.15175895392894745]",0.095,0.75,0.905,3,1.06,3,0.74,0.5,1,1,0.0,0,1.0,1,0.0,200,12
0,26,1,"[0.5123741626739502, 0.2650032937526703, 0.22262251377105713]",0.095,0.74,0.905,3,1.0,3,0.145,0.44,0,1,0.0,0,1.0,1,0.0,200,12
0,27,0,"[0.8262280821800232, 0.09969568252563477, 0.07407620549201965]",0.095,0.73,0.905,3,0.94,3,0.845,0.22,0,0,0.0,0,1.0,1,0.0,200,12
0,28,0,"[0.814883291721344, 0.10956129431724548, 0.07555544376373291]",0.095,0.72,0.905,3,0.8799999999999999,3,0.625,0.22,0,0,0.0,0,1.0,1,0.0,200,12
0,29,2,"[0.27904728055000305, 0.44169431924819946, 0.2792584300041199]",0.095,0.71,0.905,3,0.8200000000000001,3,0.02,0.78,0,0,0.0,0,1.0,1,0.0,200,12
0,30,2,"[0.5989872813224792, 0.22905202209949493, 0.17196065187454224]",0.095,0.7,0.905,3,0.7600000000000001,3,0.995,0.44,0,0,0.0,0,1.0,1,0.0,200,12
0,31,1,"[0.5885704159736633, 0.23806554079055786, 0.1733640432357788]",0.095,0.69,0.905,3,0.7000000000000001,3,0.615,0.38,0,0,0.0,0,1.0,1,0.0,200,12
0,32,2,"[0.5015554428100586, 0.28568941354751587, 0.21275515854358673]",0.095,0.68,0.905,3,0.64,3,0.745,0.58,0,0,0.0,0,1.0,1,2.6500000000000004,200,12
0,33,0,"[0.8784257173538208, 0.084000363945961, 0.03757394850254059]",0.36,0.67,0.6399999999999999,2,0.58,2,0.69,0.2,0,0,0.0,0,1.0,1,3.85,200,12
0,34,0,"[0.33521565794944763, 0.45008385181427, 0.21470050513744354]",0.36,0.66,0.6399999999999999,2,0.54,2,0.295,0.54,0,0,0.0,0,1.0,1,0.0,200,12
0,35,2,"[0.31007692217826843, 0.4688434600830078, 0.22107963263988495]",0.065,0.65,0.9349999999999998,3,1.02,3,0.27,0.68,1,0,0.0,0,1.0,1,0.0,200,12
0,36,1,"[0.7413075566291809, 0.17331239581108093, 0.08538011461496353]",0.065,0.64,0.9349999999999998,3,0.96,3,0.42,0.06,1,0,0.0,0,1.0,1,0.0,200,12
0,37,1,"[0.7897547483444214, 0.13802573084831238, 0.07221955060958862]",0.065,0.63,0.9349999999999998,3,0.9,3,0.695,0.04,1,1,0.0,0,1.0,1,5.7,200,12
0,38,0,"[0.46069785952568054, 0.32832208275794983, 0.21098007261753082]",0.635,0.62,0.365,2,0.8400000000000001,2,0.51,0.46,1,1,0.0,0,1.0,1,11.15,200,12
0,39,2,"[0.22013485431671143, 0.43203431367874146, 0.3478308618068695]",0.125,0.61,0.875,3,1.24,3,0.675,0.62,1,1,0.0,0,1.0,1,6.75,200,12
0,40,0,"[0.3800584375858307, 0.37511664628982544, 0.24482488632202148]",0.125,0.6,0.875,3,1.18,3,0.19,0.22,1,1,0.0,0,1.0,1,0.0,200,12
0,41,2,"[0.10064771771430969, 0.5039892792701721, 0.3953630030155182]",0.125,0.59,0.875,3,1.12,3,0.675,1.0,0,1,0.0,0,1.0,1,0.0,200,12
0,42,1,"[0.09004469960927963, 0.49187400937080383, 0.4180813729763031]",0.125,0.58,0.875,3,1.06,3,0.5,0.86,0,1,0.0,0,1.0,1,0.0,200,12
