episode,step,action,distribution,available_computation_units,remain_epochs,mec_comp_units_sum,mec_comp_units_nonzero,mec_proc_times_sum,mec_proc_times_nonzero,queue_comp_units,queue_proc_times,local_success,offload_success,ctx_vel_sum,ctx_vel_nonzero,ctx_comp_sum,ctx_comp_nonzero,reward,env_max_comp_units,env_agent_velocities
0,0,1,"[0.0, 1.0, 0.0]",1.0,1.0,0.0,0,0.0,0,0.38461538461538464,0.7,0,0,0.6571428775787354,1,0.8666666746139526,1,-0.1,104,76
0,1,1,"[0.0, 1.0, 0.0]",1.0,0.99,0.0,0,0.0,0,0.9038461538461539,0.3,0,0,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,2,1,"[0.0, 1.0, 0.0]",1.0,0.98,0.0,0,0.0,0,1.8846153846153846,0.6,0,1,0.6571428775787354,1,0.8666666746139526,1,-0.1,104,76
0,3,1,"[0.0, 1.0, 0.0]",1.0,0.97,0.0,0,0.0,0,0.5865384615384616,0.1,0,0,0.6571428775787354,1,0.8666666746139526,1,1.53,104,76
0,4,1,"[0.0, 1.0, 0.0]",1.0,0.96,0.0,0,0.0,0,0.7884615384615384,0.4,0,1,0.6571428775787354,1,0.8666666746139526,1,-0.1,104,76
0,5,1,"[0.0, 1.0, 0.0]",1.0,0.95,0.0,0,0.0,0,0.6923076923076923,0.8,0,0,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,6,1,"[0.0, 1.0, 0.0]",1.0,0.94,0.0,0,0.0,0,0.6346153846153846,0.3,0,1,0.6571428775787354,1,0.8666666746139526,1,-0.1,104,76
0,7,1,"[0.0, 1.0, 0.0]",1.0,0.93,0.0,0,0.0,0,1.1442307692307692,0.8,0,0,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,8,1,"[0.0, 1.0, 0.0]",1.0,0.92,0.0,0,0.0,0,0.07692307692307693,0.2,0,1,0.6571428775787354,1,0.8666666746139526,1,-0.1,104,76
0,9,1,"[0.0, 1.0, 0.0]",1.0,0.91,0.0,0,0.0,0,1.8942307692307692,0.5,0,0,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,10,1,"[0.0, 1.0, 0.0]",1.0,0.9,0.0,0,0.0,0,1.5769230769230769,0.3,0,1,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,11,1,"[0.0, 1.0, 0.0]",1.0,0.89,0.0,0,0.0,0,1.6153846153846154,0.7,0,1,0.6571428775787354,1,0.8666666746139526,1,0.0,104,76
0,12,1,"[0.0, 1.0, 0.0]",1.0,0.88,0.0,0,0.0,0,1.3173076923076923,0.3,0,1,0.6571428775787354,1,0.8666666746139526,1,2.205,104,76
