seed,timestamp,a3c_final_reward,individual_final_reward,difference
42,20251007_002858,27.8835,24.70149999999999,3.182000000000013
123,20251007_003803,17.89199999999999,23.743499999999997,-5.851500000000009
456,20251007_004633,26.628499999999985,25.199999999999996,1.428499999999989
789,20251007_005533,24.37399999999999,27.051499999999987,-2.677499999999995
1024,20251007_010439,24.21949999999999,25.57249999999999,-1.3530000000000015
